time_s,host_id,vm_id,cpu_util,power_w,temp_c,label
250.0,1,1,0.250,601.39,46.3,1
250.0,2,2,0.250,603.33,48.3,1
250.0,0,3,0.250,601.38,47.2,1
250.0,1,4,0.250,602.32,47.1,1
250.0,2,5,0.250,601.93,49.1,1
250.1,0,0,0.250,603.64,48.6,1
250.1,1,1,0.250,601.39,46.3,1
250.1,2,2,0.250,603.33,48.3,1
250.1,0,3,0.250,601.38,47.2,1
250.1,1,4,0.250,602.32,47.1,1
250.1,2,5,0.250,601.93,49.1,1
250.2,0,0,0.250,603.64,48.6,1
250.2,1,1,0.250,601.39,46.3,1
250.2,2,2,0.250,603.33,48.3,1
250.2,0,3,0.250,601.38,47.2,1
250.2,1,4,0.250,602.32,47.1,1
250.2,2,5,0.250,601.93,49.1,1
250.3,0,0,0.250,603.64,48.6,1
250.3,1,1,0.250,601.39,46.3,1
250.3,2,2,0.250,603.33,48.3,1
250.3,0,3,0.250,601.38,47.2,1
250.3,1,4,0.250,602.32,47.1,1
250.3,2,5,0.250,601.93,49.1,1
250.4,0,0,0.250,603.64,48.6,1
250.4,1,1,0.250,601.39,46.3,1
250.4,2,2,0.250,603.33,48.3,1
250.4,0,3,0.250,601.38,47.2,1
250.4,1,4,0.250,602.32,47.1,1
250.4,2,5,0.250,601.93,49.1,1
250.5,0,0,0.250,603.64,48.6,1
250.5,1,1,0.250,601.39,46.3,1
250.5,2,2,0.250,603.33,48.3,1
250.5,0,3,0.250,601.38,47.2,1
250.5,1,4,0.250,602.32,47.1,1
250.5,2,5,0.250,601.93,49.1,1
250.6,0,0,0.250,603.64,48.6,1
250.6,1,1,0.250,601.39,46.3,1
250.6,2,2,0.250,603.33,48.3,1
250.6,0,3,0.250,601.38,47.2,1
250.6,1,4,0.250,602.32,47.1,1
250.6,2,5,0.250,601.93,49.1,1
250.7,0,0,0.250,603.64,48.6,1
250.7,1,1,0.250,601.39,46.3,1
250.7,2,2,0.250,603.33,48.3,1
250.7,0,3,0.250,601.38,47.2,1
250.7,1,4,0.250,602.32,47.1,1
250.7,2,5,0.250,601.93,49.1,1
250.8,0,0,0.250,603.64,48.6,1
250.8,1,1,0.250,601.39,46.3,1
250.8,2,2,0.250,603.33,48.3,1
250.8,0,3,0.250,601.38,47.2,1
250.8,1,4,0.250,602.32,47.1,1
250.8,2,5,0.250,601.93,49.1,1
250.9,0,0,0.250,603.64,48.6,1
250.9,1,1,0.250,601.39,46.3,1
250.9,2,2,0.250,603.33,48.3,1
250.9,0,3,0.250,601.38,47.2,1
250.9,1,4,0.250,602.32,47.1,1
250.9,2,5,0.250,601.93,49.1,1
251.0,0,0,0.250,603.64,48.6,1
251.0,1,1,0.250,601.39,46.3,1
251.0,2,2,0.250,603.33,48.3,1
251.0,0,3,0.250,601.38,47.2,1
251.0,1,4,0.250,602.32,47.1,1
251.0,2,5,0.250,601.93,49.1,1
251.1,0,0,0.250,603.64,48.6,1
251.1,1,1,0.250,601.39,46.3,1
251.1,2,2,0.250,603.33,48.3,1
251.1,0,3,0.250,601.38,47.2,1
251.1,1,4,0.250,602.32,47.1,1
251.1,2,5,0.250,601.93,49.1,1
251.2,0,0,0.250,603.64,48.6,1
251.2,1,1,0.250,601.39,46.3,1
251.2,2,2,0.250,603.33,48.3,1
251.2,0,3,0.250,601.38,47.2,1
251.2,1,4,0.250,602.32,47.1,1
251.2,2,5,0.250,601.93,49.1,1
251.3,0,0,0.250,603.64,48.6,1
251.3,1,1,0.250,601.39,46.3,1
251.3,2,2,0.250,603.33,48.3,1
251.3,0,3,0.250,601.38,47.2,1
251.3,1,4,0.250,602.32,47.1,1
251.3,2,5,0.250,601.93,49.1,1
251.4,0,0,0.250,603.64,48.6,1
251.4,1,1,0.250,601.39,46.3,1
251.4,2,2,0.250,603.33,48.3,1
251.4,0,3,0.250,601.38,47.2,1
251.4,1,4,0.250,602.32,47.1,1
251.4,2,5,0.250,601.93,49.1,1
251.5,0,0,0.250,603.64,48.6,1
251.5,1,1,0.250,601.39,46.3,1
251.5,2,2,0.250,603.33,48.3,1
251.5,0,3,0.250,601.38,47.2,1
251.5,1,4,0.250,602.32,47.1,1
251.5,2,5,0.250,601.93,49.1,1
251.6,0,0,0.250,603.64,48.6,1
251.6,1,1,0.250,601.39,46.3,1
251.6,2,2,0.250,603.33,48.3,1
251.6,0,3,0.250,601.38,47.2,1
251.6,1,4,0.250,602.32,47.1,1
251.6,2,5,0.250,601.93,49.1,1
251.7,0,0,0.250,603.64,48.6,1
251.7,1,1,0.250,601.39,46.3,1
251.7,2,2,0.250,603.33,48.3,1
251.7,0,3,0.250,601.38,47.2,1
251.7,1,4,0.250,602.32,47.1,1
251.7,2,5,0.250,601.93,49.1,1
251.8,0,0,0.250,603.64,48.6,1
251.8,1,1,0.250,601.39,46.3,1
251.8,2,2,0.250,603.33,48.3,1
251.8,0,3,0.250,601.38,47.2,1
251.8,1,4,0.250,602.32,47.1,1
251.8,2,5,0.250,601.93,49.1,1
251.9,0,0,0.250,603.64,48.6,1
251.9,1,1,0.250,601.39,46.3,1
251.9,2,2,0.250,603.33,48.3,1
251.9,0,3,0.250,601.38,47.2,1
251.9,1,4,0.250,602.32,47.1,1
251.9,2,5,0.250,601.93,49.1,1
252.0,0,0,0.250,603.64,48.6,1
252.0,1,1,0.250,601.39,46.3,1
252.0,2,2,0.250,603.33,48.3,1
252.0,0,3,0.250,601.38,47.2,1
252.0,1,4,0.250,602.32,47.1,1
252.0,2,5,0.250,601.93,49.1,1
252.1,0,0,0.250,603.64,48.6,1
252.1,1,1,0.250,601.39,46.3,1
252.1,2,2,0.250,603.33,48.3,1
252.1,0,3,0.250,601.38,47.2,1
252.1,1,4,0.250,602.32,47.1,1
252.1,2,5,0.250,601.93,49.1,1
252.2,0,0,0.250,603.64,48.6,1
252.2,1,1,0.250,601.39,46.3,1
252.2,2,2,0.250,603.33,48.3,1
252.2,0,3,0.250,601.38,47.2,1
252.2,1,4,0.250,602.32,47.1,1
252.2,2,5,0.250,601.93,49.1,1
252.3,0,0,0.250,603.64,48.6,1
252.3,1,1,0.250,601.39,46.3,1
252.3,2,2,0.250,603.33,48.3,1
252.3,0,3,0.250,601.38,47.2,1
252.3,1,4,0.250,602.32,47.1,1
252.3,2,5,0.250,601.93,49.1,1
252.4,0,0,0.250,603.64,48.6,1
252.4,1,1,0.250,601.39,46.3,1
252.4,2,2,0.250,603.33,48.3,1
252.4,0,3,0.250,601.38,47.2,1
252.4,1,4,0.250,602.32,47.1,1
252.4,2,5,0.250,601.93,49.1,1
252.5,0,0,0.250,603.64,48.6,1
252.5,1,1,0.250,601.39,46.3,1
252.5,2,2,0.250,603.33,48.3,1
252.5,0,3,0.250,601.38,47.2,1
252.5,1,4,0.250,602.32,47.1,1
252.5,2,5,0.250,601.93,49.1,1
252.6,0,0,0.250,603.64,48.6,1
252.6,1,1,0.250,601.39,46.3,1
252.6,2,2,0.250,603.33,48.3,1
252.6,0,3,0.250,601.38,47.2,1
252.6,1,4,0.250,602.32,47.1,1
252.6,2,5,0.250,601.93,49.1,1
252.7,0,0,0.250,603.64,48.6,1
252.7,1,1,0.250,601.39,46.3,1
252.7,2,2,0.250,603.33,48.3,1
252.7,0,3,0.250,601.38,47.2,1
252.7,1,4,0.250,602.32,47.1,1
252.7,2,5,0.250,601.93,49.1,1
252.8,0,0,0.250,603.64,48.6,1
252.8,1,1,0.250,601.39,46.3,1
252.8,2,2,0.250,603.33,48.3,1
252.8,0,3,0.250,601.38,47.2,1
252.8,1,4,0.250,602.32,47.1,1
252.8,2,5,0.250,601.93,49.1,1
252.9,0,0,0.250,603.64,48.6,1
252.9,1,1,0.250,601.39,46.3,1
252.9,2,2,0.250,603.33,48.3,1
252.9,0,3,0.250,601.38,47.2,1
252.9,1,4,0.250,602.32,47.1,1
252.9,2,5,0.250,601.93,49.1,1
253.0,0,0,0.250,603.64,48.6,1
253.0,1,1,0.250,601.39,46.3,1
253.0,2,2,0.250,603.33,48.3,1
253.0,0,3,0.250,601.38,47.2,1
253.0,1,4,0.250,602.32,47.1,1
253.0,2,5,0.250,601.93,49.1,1
253.1,0,0,0.250,603.64,48.6,1
253.1,1,1,0.250,601.39,46.3,1
253.1,2,2,0.250,603.33,48.3,1
253.1,0,3,0.250,601.38,47.2,1
253.1,1,4,0.250,602.32,47.1,1
253.1,2,5,0.250,601.93,49.1,1
253.2,0,0,0.250,603.64,48.6,1
253.2,1,1,0.250,601.39,46.3,1
253.2,2,2,0.250,603.33,48.3,1
253.2,0,3,0.250,601.38,47.2,1
253.2,1,4,0.250,602.32,47.1,1
253.2,2,5,0.250,601.93,49.1,1
253.3,0,0,0.250,603.64,48.6,1
253.3,1,1,0.250,601.39,46.3,1
253.3,2,2,0.250,603.33,48.3,1
253.3,0,3,0.250,601.38,47.2,1
253.3,1,4,0.250,602.32,47.1,1
253.3,2,5,0.250,601.93,49.1,1
253.4,0,0,0.250,603.64,48.6,1
253.4,1,1,0.250,601.39,46.3,1
253.4,2,2,0.250,603.33,48.3,1
253.4,0,3,0.250,601.38,47.2,1
253.4,1,4,0.250,602.32,47.1,1
253.4,2,5,0.250,601.93,49.1,1
253.5,0,0,0.250,603.64,48.6,1
253.5,1,1,0.250,601.39,46.3,1
253.5,2,2,0.250,603.33,48.3,1
253.5,0,3,0.250,601.38,47.2,1
253.5,1,4,0.250,602.32,47.1,1
253.5,2,5,0.250,601.93,49.1,1
253.6,0,0,0.250,603.64,48.6,1
253.6,1,1,0.250,601.39,46.3,1
253.6,2,2,0.250,603.33,48.3,1
253.6,0,3,0.250,601.38,47.2,1
253.6,1,4,0.250,602.32,47.1,1
253.6,2,5,0.250,601.93,49.1,1
253.7,0,0,0.250,603.64,48.6,1
253.7,1,1,0.250,601.39,46.3,1
253.7,2,2,0.250,603.33,48.3,1
253.7,0,3,0.250,601.38,47.2,1
253.7,1,4,0.250,602.32,47.1,1
253.7,2,5,0.250,601.93,49.1,1
253.8,0,0,0.250,603.64,48.6,1
253.8,1,1,0.250,601.39,46.3,1
253.8,2,2,0.250,603.33,48.3,1
253.8,0,3,0.250,601.38,47.2,1
253.8,1,4,0.250,602.32,47.1,1
253.8,2,5,0.250,601.93,49.1,1
253.9,0,0,0.250,603.64,48.6,1
253.9,1,1,0.250,601.39,46.3,1
253.9,2,2,0.250,603.33,48.3,1
253.9,0,3,0.250,601.38,47.2,1
253.9,1,4,0.250,602.32,47.1,1
253.9,2,5,0.250,601.93,49.1,1
254.0,0,0,0.250,603.64,48.6,1
254.0,1,1,0.250,601.39,46.3,1
254.0,2,2,0.250,603.33,48.3,1
254.0,0,3,0.250,601.38,47.2,1
254.0,1,4,0.250,602.32,47.1,1
254.0,2,5,0.250,601.93,49.1,1
254.1,0,0,0.250,603.64,48.6,1
254.1,1,1,0.250,601.39,46.3,1
254.1,2,2,0.250,603.33,48.3,1
254.1,0,3,0.250,601.38,47.2,1
254.1,1,4,0.250,602.32,47.1,1
254.1,2,5,0.250,601.93,49.1,1
254.2,0,0,0.250,603.64,48.6,1
254.2,1,1,0.250,601.39,46.3,1
254.2,2,2,0.250,603.33,48.3,1
254.2,0,3,0.250,601.38,47.2,1
254.2,1,4,0.250,602.32,47.1,1
254.2,2,5,0.250,601.93,49.1,1
254.3,0,0,0.250,603.64,48.6,1
254.3,1,1,0.250,601.39,46.3,1
254.3,2,2,0.250,603.33,48.3,1
254.3,0,3,0.250,601.38,47.2,1
254.3,1,4,0.250,602.32,47.1,1
254.3,2,5,0.250,601.93,49.1,1
254.4,0,0,0.250,603.64,48.6,1
254.4,1,1,0.250,601.39,46.3,1
254.4,2,2,0.250,603.33,48.3,1
254.4,0,3,0.250,601.38,47.2,1
254.4,1,4,0.250,602.32,47.1,1
254.4,2,5,0.250,601.93,49.1,1
254.5,0,0,0.250,603.64,48.6,1
254.5,1,1,0.250,601.39,46.3,1
254.5,2,2,0.250,603.33,48.3,1
254.5,0,3,0.250,601.38,47.2,1
254.5,1,4,0.250,602.32,47.1,1
254.5,2,5,0.250,601.93,49.1,1
254.6,0,0,0.250,603.64,48.6,1
254.6,1,1,0.250,601.39,46.3,1
254.6,2,2,0.250,603.33,48.3,1
254.6,0,3,0.250,601.38,47.2,1
254.6,1,4,0.250,602.32,47.1,1
254.6,2,5,0.250,601.93,49.1,1
254.7,0,0,0.250,603.64,48.6,1
254.7,1,1,0.250,601.39,46.3,1
254.7,2,2,0.250,603.33,48.3,1
254.7,0,3,0.250,601.38,47.2,1
254.7,1,4,0.250,602.32,47.1,1
254.7,2,5,0.250,601.93,49.1,1
254.8,0,0,0.250,603.64,48.6,1
254.8,1,1,0.250,601.39,46.3,1
254.8,2,2,0.250,603.33,48.3,1
254.8,0,3,0.250,601.38,47.2,1
254.8,1,4,0.250,602.32,47.1,1
254.8,2,5,0.250,601.93,49.1,1
254.9,0,0,0.250,603.64,48.6,1
254.9,1,1,0.250,601.39,46.3,1
254.9,2,2,0.250,603.33,48.3,1
254.9,0,3,0.250,601.38,47.2,1
254.9,1,4,0.250,602.32,47.1,1
254.9,2,5,0.250,601.93,49.1,1
255.0,0,0,0.250,603.64,48.6,1
255.0,1,1,0.250,601.39,46.3,1
255.0,2,2,0.250,603.33,48.3,1
255.0,0,3,0.250,601.38,47.2,1
255.0,1,4,0.250,602.32,47.1,1
255.0,2,5,0.250,601.93,49.1,1
255.1,0,0,0.250,603.64,48.6,1
255.1,1,1,0.250,601.39,46.3,1
255.1,2,2,0.250,603.33,48.3,1
255.1,0,3,0.250,601.38,47.2,1
255.1,1,4,0.250,602.32,47.1,1
255.1,2,5,0.250,601.93,49.1,1
255.2,0,0,0.250,603.64,48.6,1
255.2,1,1,0.250,601.39,46.3,1
255.2,2,2,0.250,603.33,48.3,1
255.2,0,3,0.250,601.38,47.2,1
255.2,1,4,0.250,602.32,47.1,1
255.2,2,5,0.250,601.93,49.1,1
255.3,0,0,0.250,603.64,48.6,1
255.3,1,1,0.250,601.39,46.3,1
255.3,2,2,0.250,603.33,48.3,1
255.3,0,3,0.250,601.38,47.2,1
255.3,1,4,0.250,602.32,47.1,1
255.3,2,5,0.250,601.93,49.1,1
255.4,0,0,0.250,603.64,48.6,1
255.4,1,1,0.250,601.39,46.3,1
255.4,2,2,0.250,603.33,48.3,1
255.4,0,3,0.250,601.38,47.2,1
255.4,1,4,0.250,602.32,47.1,1
255.4,2,5,0.250,601.93,49.1,1
255.5,0,0,0.250,603.64,48.6,1
255.5,1,1,0.250,601.39,46.3,1
255.5,2,2,0.250,603.33,48.3,1
255.5,0,3,0.250,601.38,47.2,1
255.5,1,4,0.250,602.32,47.1,1
255.5,2,5,0.250,601.93,49.1,1
255.6,0,0,0.250,603.64,48.6,1
255.6,1,1,0.250,601.39,46.3,1
255.6,2,2,0.250,603.33,48.3,1
255.6,0,3,0.250,601.38,47.2,1
255.6,1,4,0.250,602.32,47.1,1
255.6,2,5,0.250,601.93,49.1,1
255.7,0,0,0.250,603.64,48.6,1
255.7,1,1,0.250,601.39,46.3,1
255.7,2,2,0.250,603.33,48.3,1
255.7,0,3,0.250,601.38,47.2,1
255.7,1,4,0.250,602.32,47.1,1
255.7,2,5,0.250,601.93,49.1,1
255.8,0,0,0.250,603.64,48.6,1
255.8,1,1,0.250,601.39,46.3,1
255.8,2,2,0.250,603.33,48.3,1
255.8,0,3,0.250,601.38,47.2,1
255.8,1,4,0.250,602.32,47.1,1
255.8,2,5,0.250,601.93,49.1,1
255.9,0,0,0.250,603.64,48.6,1
255.9,1,1,0.250,601.39,46.3,1
255.9,2,2,0.250,603.33,48.3,1
255.9,0,3,0.250,601.38,47.2,1
255.9,1,4,0.250,602.32,47.1,1
255.9,2,5,0.250,601.93,49.1,1
256.0,0,0,0.250,603.64,48.6,1
256.0,1,1,0.250,601.39,46.3,1
256.0,2,2,0.250,603.33,48.3,1
256.0,0,3,0.250,601.38,47.2,1
256.0,1,4,0.250,602.32,47.1,1
256.0,2,5,0.250,601.93,49.1,1
256.1,0,0,0.250,603.64,48.6,1
256.1,1,1,0.250,601.39,46.3,1
256.1,2,2,0.250,603.33,48.3,1
256.1,0,3,0.250,601.38,47.2,1
256.1,1,4,0.250,602.32,47.1,1
256.1,2,5,0.250,601.93,49.1,1
256.2,0,0,0.250,603.64,48.6,1
256.2,1,1,0.250,601.39,46.3,1
256.2,2,2,0.250,603.33,48.3,1
256.2,0,3,0.250,601.38,47.2,1
256.2,1,4,0.250,602.32,47.1,1
256.2,2,5,0.250,601.93,49.1,1
256.3,0,0,0.250,603.64,48.6,1
256.3,1,1,0.250,601.39,46.3,1
256.3,2,2,0.250,603.33,48.3,1
256.3,0,3,0.250,601.38,47.2,1
256.3,1,4,0.250,602.32,47.1,1
256.3,2,5,0.250,601.93,49.1,1
256.4,0,0,0.250,603.64,48.6,1
256.4,1,1,0.250,601.39,46.3,1
256.4,2,2,0.250,603.33,48.3,1
256.4,0,3,0.250,601.38,47.2,1
256.4,1,4,0.250,602.32,47.1,1
256.4,2,5,0.250,601.93,49.1,1
256.5,0,0,0.250,603.64,48.6,1
256.5,1,1,0.250,601.39,46.3,1
256.5,2,2,0.250,603.33,48.3,1
256.5,0,3,0.250,601.38,47.2,1
256.5,1,4,0.250,602.32,47.1,1
256.5,2,5,0.250,601.93,49.1,1
256.6,0,0,0.250,603.64,48.6,1
256.6,1,1,0.250,601.39,46.3,1
256.6,2,2,0.250,603.33,48.3,1
256.6,0,3,0.250,601.38,47.2,1
256.6,1,4,0.250,602.32,47.1,1
256.6,2,5,0.250,601.93,49.1,1
256.7,0,0,0.250,603.64,48.6,1
256.7,1,1,0.250,601.39,46.3,1
256.7,2,2,0.250,603.33,48.3,1
256.7,0,3,0.250,601.38,47.2,1
256.7,1,4,0.250,602.32,47.1,1
256.7,2,5,0.250,601.93,49.1,1
256.8,0,0,0.250,603.64,48.6,1
256.8,1,1,0.250,601.39,46.3,1
256.8,2,2,0.250,603.33,48.3,1
256.8,0,3,0.250,601.38,47.2,1
256.8,1,4,0.250,602.32,47.1,1
256.8,2,5,0.250,601.93,49.1,1
256.9,0,0,0.250,603.64,48.6,1
256.9,1,1,0.250,601.39,46.3,1
256.9,2,2,0.250,603.33,48.3,1
256.9,0,3,0.250,601.38,47.2,1
256.9,1,4,0.250,602.32,47.1,1
256.9,2,5,0.250,601.93,49.1,1
257.0,0,0,0.250,603.64,48.6,1
257.0,1,1,0.250,601.39,46.3,1
257.0,2,2,0.250,603.33,48.3,1
257.0,0,3,0.250,601.38,47.2,1
257.0,1,4,0.250,602.32,47.1,1
257.0,2,5,0.250,601.93,49.1,1
257.1,0,0,0.250,603.64,48.6,1
257.1,1,1,0.250,601.39,46.3,1
257.1,2,2,0.250,603.33,48.3,1
257.1,0,3,0.250,601.38,47.2,1
257.1,1,4,0.250,602.32,47.1,1
257.1,2,5,0.250,601.93,49.1,1
257.2,0,0,0.250,603.64,48.6,1
257.2,1,1,0.250,601.39,46.3,1
257.2,2,2,0.250,603.33,48.3,1
257.2,0,3,0.250,601.38,47.2,1
257.2,1,4,0.250,602.32,47.1,1
257.2,2,5,0.250,601.93,49.1,1
257.3,0,0,0.250,603.64,48.6,1
257.3,1,1,0.250,601.39,46.3,1
257.3,2,2,0.250,603.33,48.3,1
257.3,0,3,0.250,601.38,47.2,1
257.3,1,4,0.250,602.32,47.1,1
257.3,2,5,0.250,601.93,49.1,1
257.4,0,0,0.250,603.64,48.6,1
257.4,1,1,0.250,601.39,46.3,1
257.4,2,2,0.250,603.33,48.3,1
257.4,0,3,0.250,601.38,47.2,1
257.4,1,4,0.250,602.32,47.1,1
257.4,2,5,0.250,601.93,49.1,1
257.5,0,0,0.250,603.64,48.6,1
257.5,1,1,0.250,601.39,46.3,1
257.5,2,2,0.250,603.33,48.3,1
257.5,0,3,0.250,601.38,47.2,1
257.5,1,4,0.250,602.32,47.1,1
257.5,2,5,0.250,601.93,49.1,1
257.6,0,0,0.250,603.64,48.6,1
257.6,1,1,0.250,601.39,46.3,1
257.6,2,2,0.250,603.33,48.3,1
257.6,0,3,0.250,601.38,47.2,1
257.6,1,4,0.250,602.32,47.1,1
257.6,2,5,0.250,601.93,49.1,1
257.7,0,0,0.250,603.64,48.6,1
257.7,1,1,0.250,601.39,46.3,1
257.7,2,2,0.250,603.33,48.3,1
257.7,0,3,0.250,601.38,47.2,1
257.7,1,4,0.250,602.32,47.1,1
257.7,2,5,0.250,601.93,49.1,1
257.8,0,0,0.250,603.64,48.6,1
257.8,1,1,0.250,601.39,46.3,1
257.8,2,2,0.250,603.33,48.3,1
257.8,0,3,0.250,601.38,47.2,1
257.8,1,4,0.250,602.32,47.1,1
257.8,2,5,0.250,601.93,49.1,1
257.9,0,0,0.250,603.64,48.6,1
257.9,1,1,0.250,601.39,46.3,1
257.9,2,2,0.250,603.33,48.3,1
257.9,0,3,0.250,601.38,47.2,1
257.9,1,4,0.250,602.32,47.1,1
257.9,2,5,0.250,601.93,49.1,1
258.0,0,0,0.250,603.64,48.6,1
258.0,1,1,0.250,601.39,46.3,1
258.0,2,2,0.250,603.33,48.3,1
258.0,0,3,0.250,601.38,47.2,1
258.0,1,4,0.250,602.32,47.1,1
258.0,2,5,0.250,601.93,49.1,1
258.1,0,0,0.250,603.64,48.6,1
258.1,1,1,0.250,601.39,46.3,1
258.1,2,2,0.250,603.33,48.3,1
258.1,0,3,0.250,601.38,47.2,1
258.1,1,4,0.250,602.32,47.1,1
258.1,2,5,0.250,601.93,49.1,1
258.2,0,0,0.250,603.64,48.6,1
258.2,1,1,0.250,601.39,46.3,1
258.2,2,2,0.250,603.33,48.3,1
258.2,0,3,0.250,601.38,47.2,1
258.2,1,4,0.250,602.32,47.1,1
258.2,2,5,0.250,601.93,49.1,1
258.3,0,0,0.250,603.64,48.6,1
258.3,1,1,0.250,601.39,46.3,1
258.3,2,2,0.250,603.33,48.3,1
258.3,0,3,0.250,601.38,47.2,1
258.3,1,4,0.250,602.32,47.1,1
258.3,2,5,0.250,601.93,49.1,1
258.4,0,0,0.250,603.64,48.6,1
258.4,1,1,0.250,601.39,46.3,1
258.4,2,2,0.250,603.33,48.3,1
258.4,0,3,0.250,601.38,47.2,1
258.4,1,4,0.250,602.32,47.1,1
258.4,2,5,0.250,601.93,49.1,1
258.5,0,0,0.250,603.64,48.6,1
258.5,1,1,0.250,601.39,46.3,1
258.5,2,2,0.250,603.33,48.3,1
258.5,0,3,0.250,601.38,47.2,1
258.5,1,4,0.250,602.32,47.1,1
258.5,2,5,0.250,601.93,49.1,1
258.6,0,0,0.250,603.64,48.6,1
258.6,1,1,0.250,601.39,46.3,1
258.6,2,2,0.250,603.33,48.3,1
258.6,0,3,0.250,601.38,47.2,1
258.6,1,4,0.250,602.32,47.1,1
258.6,2,5,0.250,601.93,49.1,1
258.7,0,0,0.250,603.64,48.6,1
258.7,1,1,0.250,601.39,46.3,1
258.7,2,2,0.250,603.33,48.3,1
258.7,0,3,0.250,601.38,47.2,1
258.7,1,4,0.250,602.32,47.1,1
258.7,2,5,0.250,601.93,49.1,1
258.8,0,0,0.250,603.64,48.6,1
258.8,1,1,0.250,601.39,46.3,1
258.8,2,2,0.250,603.33,48.3,1
258.8,0,3,0.250,601.38,47.2,1
258.8,1,4,0.250,602.32,47.1,1
258.8,2,5,0.250,601.93,49.1,1
258.9,0,0,0.250,603.64,48.6,1
258.9,1,1,0.250,601.39,46.3,1
258.9,2,2,0.250,603.33,48.3,1
258.9,0,3,0.250,601.38,47.2,1
258.9,1,4,0.250,602.32,47.1,1
258.9,2,5,0.250,601.93,49.1,1
259.0,0,0,0.250,603.64,48.6,1
259.0,1,1,0.250,601.39,46.3,1
259.0,2,2,0.250,603.33,48.3,1
259.0,0,3,0.250,601.38,47.2,1
259.0,1,4,0.250,602.32,47.1,1
259.0,2,5,0.250,601.93,49.1,1
259.1,0,0,0.250,603.64,48.6,1
259.1,1,1,0.250,601.39,46.3,1
259.1,2,2,0.250,603.33,48.3,1
259.1,0,3,0.250,601.38,47.2,1
259.1,1,4,0.250,602.32,47.1,1
259.1,2,5,0.250,601.93,49.1,1
259.2,0,0,0.250,603.64,48.6,1
259.2,1,1,0.250,601.39,46.3,1
259.2,2,2,0.250,603.33,48.3,1
259.2,0,3,0.250,601.38,47.2,1
259.2,1,4,0.250,602.32,47.1,1
259.2,2,5,0.250,601.93,49.1,1
259.3,0,0,0.250,603.64,48.6,1
259.3,1,1,0.250,601.39,46.3,1
259.3,2,2,0.250,603.33,48.3,1
259.3,0,3,0.250,601.38,47.2,1
259.3,1,4,0.250,602.32,47.1,1
259.3,2,5,0.250,601.93,49.1,1
259.4,0,0,0.250,603.64,48.6,1
259.4,1,1,0.250,601.39,46.3,1
259.4,2,2,0.250,603.33,48.3,1
259.4,0,3,0.250,601.38,47.2,1
259.4,1,4,0.250,602.32,47.1,1
259.4,2,5,0.250,601.93,49.1,1
259.5,0,0,0.250,603.64,48.6,1
259.5,1,1,0.250,601.39,46.3,1
259.5,2,2,0.250,603.33,48.3,1
259.5,0,3,0.250,601.38,47.2,1
259.5,1,4,0.250,602.32,47.1,1
259.5,2,5,0.250,601.93,49.1,1
259.6,0,0,0.250,603.64,48.6,1
259.6,1,1,0.250,601.39,46.3,1
259.6,2,2,0.250,603.33,48.3,1
259.6,0,3,0.250,601.38,47.2,1
259.6,1,4,0.250,602.32,47.1,1
259.6,2,5,0.250,601.93,49.1,1
259.7,0,0,0.250,603.64,48.6,1
259.7,1,1,0.250,601.39,46.3,1
259.7,2,2,0.250,603.33,48.3,1
259.7,0,3,0.250,601.38,47.2,1
259.7,1,4,0.250,602.32,47.1,1
259.7,2,5,0.250,601.93,49.1,1
259.8,0,0,0.250,603.64,48.6,1
259.8,1,1,0.250,601.39,46.3,1
259.8,2,2,0.250,603.33,48.3,1
259.8,0,3,0.250,601.38,47.2,1
259.8,1,4,0.250,602.32,47.1,1
259.8,2,5,0.250,601.93,49.1,1
259.9,0,0,0.250,603.64,48.6,1
259.9,1,1,0.250,601.39,46.3,1
259.9,2,2,0.250,603.33,48.3,1
259.9,0,3,0.250,601.38,47.2,1
259.9,1,4,0.250,602.32,47.1,1
259.9,2,5,0.250,601.93,49.1,1
260.0,0,0,0.250,603.64,48.6,1
260.0,1,1,0.250,601.39,46.3,1
260.0,2,2,0.250,603.33,48.3,1
260.0,0,3,0.250,601.38,47.2,1
260.0,1,4,0.250,602.32,47.1,1
260.0,2,5,0.250,601.93,49.1,1
260.1,0,0,0.250,603.64,48.6,1
260.1,1,1,0.250,601.39,46.3,1
260.1,2,2,0.250,603.33,48.3,1
260.1,0,3,0.250,601.38,47.2,1
260.1,1,4,0.250,602.32,47.1,1
260.1,2,5,0.250,601.93,49.1,1
260.2,0,0,0.250,603.64,48.6,1
260.2,1,1,0.250,601.39,46.3,1
260.2,2,2,0.250,603.33,48.3,1
260.2,0,3,0.250,601.38,47.2,1
260.2,1,4,0.250,602.32,47.1,1
260.2,2,5,0.250,601.93,49.1,1
260.3,0,0,0.250,603.64,48.6,1
260.3,1,1,0.250,601.39,46.3,1
260.3,2,2,0.250,603.33,48.3,1
260.3,0,3,0.250,601.38,47.2,1
260.3,1,4,0.250,602.32,47.1,1
260.3,2,5,0.250,601.93,49.1,1
260.4,0,0,0.250,603.64,48.6,1
260.4,1,1,0.250,601.39,46.3,1
260.4,2,2,0.250,603.33,48.3,1
260.4,0,3,0.250,601.38,47.2,1
260.4,1,4,0.250,602.32,47.1,1
260.4,2,5,0.250,601.93,49.1,1
260.5,0,0,0.250,603.64,48.6,1
260.5,1,1,0.250,601.39,46.3,1
260.5,2,2,0.250,603.33,48.3,1
260.5,0,3,0.250,601.38,47.2,1
260.5,1,4,0.250,602.32,47.1,1
260.5,2,5,0.250,601.93,49.1,1
